path,label,broad_group,polarization,source,magnification,domain
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩2-5.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩2-6.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩2-7.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩2-8.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-1.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-2.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-3.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-4.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-5.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-6.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-7.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变28矽线石二云母片岩3-8.jpg,矽线石二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-1.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-2.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-3.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-4.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-5.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-6.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-7.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩1-8.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-1.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-2.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-3.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-4.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-5.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-6.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-7.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩2-8.jpg,石榴二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-1.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-2.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-3.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-4.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-5.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-6.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-7.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变29石榴二云母片岩3-8.jpg,二云母片岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-1.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-2.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-3.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-4.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-5.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-6.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-7.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩1-8.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-1.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-2.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-3.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-4.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-5.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-6.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-7.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩2-8.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-1.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-2.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-3.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-4.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-5.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-6.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-7.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变2角页岩3-8.jpg,角页岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-1.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-2.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-3.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-4.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-5.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-6.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-7.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩1-8.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-1.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-2.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-3.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-4.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-5.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-6.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-7.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩2-8.jpg,石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-1.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-2.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-3.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-4.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-5.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-6.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-7.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变30石榴黑云钾长片麻岩3-8.jpg,矽线石榴黑云钾长片麻岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-1.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-2.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-3.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-4.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-5.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-6.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-7.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩1-8.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-1.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-2.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-3.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-4.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-5.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-6.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-7.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩2-8.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-1.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-2.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-3.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-4.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-5.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-6.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-7.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变3堇青石角岩3-8.jpg,堇青石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-1.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-2.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-3.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-4.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-5.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-6.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-7.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩1-8.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-1.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-2.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-3.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-4.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-5.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-6.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-7.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩2-8.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-1.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-2.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-3.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-4.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-5.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-6.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-7.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变4红柱石角岩3-8.jpg,红柱石角岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-1.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-2.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-3.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-4.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-5.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-6.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-7.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-8.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩1-9.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-1.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-2.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-3.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-4.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-5.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-6.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-7.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-8.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩2-9.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学变质岩教学薄片照片数据集\变5方柱石矽卡岩3-1.jpg,方柱石矽卡岩,metamorphic,unknown,NJU,unknown,NJU
